# iteration rmse_test rmse_train
100 0.24722877 0.25121317
1000 0.17774489 0.17500613
2000 0.14154093 0.14084711
3000 0.14242599 0.14055438
4000 0.13886387 0.13930341
5000 0.13725571 0.13580467
6000 0.13684706 0.1356059
7000 0.13302216 0.13171906
8000 0.13108099 0.13045273
9000 0.12920214 0.12818725
10000 0.12975903 0.12841654
11000 0.12740094 0.12607122
12000 0.12899752 0.1270995
13000 0.12726104 0.12642847
14000 0.12692802 0.12534085
15000 0.12554756 0.12457287
16000 0.13348437 0.13266554
